2026-02-14 06:45:02,789 p=1551879 u=prod n=ansible INFO| Starting galaxy collection install process
2026-02-14 06:45:13,740 p=1552140 u=prod n=ansible INFO| {"/home/prod/Workspaces/projects/deploy-system-unified/.collections/ansible_collections": {"ansible.posix": {"version": "1.5.4"}, "community.crypto": {"version": "2.17.0"}, "community.sops": {"version": "1.6.0"}}, "/usr/lib/python3.14/site-packages/ansible/_internal/ansible_collections": {"ansible._protomatter": {"version": "*"}}, "/usr/lib/python3.14/site-packages/ansible_collections": {"amazon.aws": {"version": "10.2.0"}, "ansible.netcommon": {"version": "8.2.1"}, "ansible.posix": {"version": "2.1.0"}, "ansible.utils": {"version": "6.0.1"}, "ansible.windows": {"version": "3.3.0"}, "arista.eos": {"version": "12.0.0"}, "awx.awx": {"version": "24.6.1"}, "azure.azcollection": {"version": "3.14.0"}, "check_point.mgmt": {"version": "6.8.0"}, "chocolatey.chocolatey": {"version": "1.5.3"}, "cisco.aci": {"version": "2.13.0"}, "cisco.dnac": {"version": "6.44.0"}, "cisco.intersight": {"version": "2.12.0"}, "cisco.ios": {"version": "11.2.0"}, "cisco.iosxr": {"version": "12.1.1"}, "cisco.meraki": {"version": "2.22.0"}, "cisco.mso": {"version": "2.12.0"}, "cisco.nxos": {"version": "11.1.3"}, "cisco.ucs": {"version": "1.16.0"}, "cloudscale_ch.cloud": {"version": "2.5.3"}, "community.aws": {"version": "10.0.0"}, "community.ciscosmb": {"version": "1.0.11"}, "community.clickhouse": {"version": "2.0.0"}, "community.crypto": {"version": "3.1.0"}, "community.dns": {"version": "3.5.1"}, "community.docker": {"version": "5.0.5"}, "community.general": {"version": "12.3.0"}, "community.grafana": {"version": "2.3.0"}, "community.hashi_vault": {"version": "7.1.0"}, "community.hrobot": {"version": "2.7.0"}, "community.library_inventory_filtering_v1": {"version": "1.1.5"}, "community.libvirt": {"version": "2.0.0"}, "community.mongodb": {"version": "1.7.11"}, "community.mysql": {"version": "4.0.1"}, "community.okd": {"version": "5.0.0"}, "community.postgresql": {"version": "4.2.0"}, "community.proxmox": {"version": "1.5.0"}, "community.proxysql": {"version": "1.7.0"}, "community.rabbitmq": {"version": "1.6.0"}, "community.routeros": {"version": "3.16.0"}, "community.sap_libs": {"version": "1.6.0"}, "community.sops": {"version": "2.2.7"}, "community.vmware": {"version": "6.2.0"}, "community.windows": {"version": "3.1.0"}, "community.zabbix": {"version": "4.1.1"}, "containers.podman": {"version": "1.18.1"}, "cyberark.conjur": {"version": "1.3.9"}, "cyberark.pas": {"version": "1.0.36"}, "dellemc.enterprise_sonic": {"version": "3.2.0"}, "dellemc.openmanage": {"version": "10.0.1"}, "dellemc.powerflex": {"version": "3.0.0"}, "dellemc.unity": {"version": "2.1.0"}, "f5networks.f5_modules": {"version": "1.39.0"}, "fortinet.fortimanager": {"version": "2.12.0"}, "fortinet.fortios": {"version": "2.4.2"}, "google.cloud": {"version": "1.11.0"}, "grafana.grafana": {"version": "6.0.6"}, "hetzner.hcloud": {"version": "6.7.0"}, "hitachivantara.vspone_block": {"version": "4.5.1"}, "hitachivantara.vspone_object": {"version": "1.1.1"}, "ibm.storage_virtualize": {"version": "3.2.0"}, "ieisystem.inmanage": {"version": "4.0.0"}, "infinidat.infinibox": {"version": "1.6.3"}, "infoblox.nios_modules": {"version": "1.9.0"}, "inspur.ispim": {"version": "2.2.4"}, "junipernetworks.junos": {"version": "11.0.0"}, "kaytus.ksmanage": {"version": "2.0.0"}, "kubernetes.core": {"version": "6.2.0"}, "kubevirt.core": {"version": "2.2.3"}, "lowlydba.sqlserver": {"version": "2.7.0"}, "microsoft.ad": {"version": "1.10.0"}, "microsoft.iis": {"version": "1.1.0"}, "netapp.cloudmanager": {"version": "21.24.0"}, "netapp.ontap": {"version": "23.3.0"}, "netapp.storagegrid": {"version": "21.16.0"}, "netapp_eseries.santricity": {"version": "1.4.1"}, "netbox.netbox": {"version": "3.22.0"}, "ngine_io.cloudstack": {"version": "3.0.0"}, "openstack.cloud": {"version": "2.5.0"}, "ovirt.ovirt": {"version": "3.2.2"}, "pcg.alpaca_operator": {"version": "2.1.1"}, "purestorage.flasharray": {"version": "1.41.0"}, "purestorage.flashblade": {"version": "1.24.0"}, "ravendb.ravendb": {"version": "1.0.4"}, "splunk.es": {"version": "4.0.0"}, "telekom_mms.icinga_director": {"version": "2.5.1"}, "theforeman.foreman": {"version": "5.8.0"}, "vmware.vmware": {"version": "2.7.0"}, "vmware.vmware_rest": {"version": "4.9.0"}, "vultr.cloud": {"version": "1.13.0"}, "vyos.vyos": {"version": "6.0.0"}, "wti.remote": {"version": "1.0.10"}}}
2026-02-14 06:45:13,901 p=1551843 u=prod n=ansible_compat.runtime WARNING| Another version of 'ansible.posix' 2.1.0 was found installed in /usr/lib/python3.14/site-packages/ansible_collections, only the first one will be used, 1.5.4 (/home/prod/Workspaces/projects/deploy-system-unified/.collections/ansible_collections).
2026-02-14 06:45:13,902 p=1551843 u=prod n=ansible_compat.runtime WARNING| Another version of 'community.crypto' 3.1.0 was found installed in /usr/lib/python3.14/site-packages/ansible_collections, only the first one will be used, 2.17.0 (/home/prod/Workspaces/projects/deploy-system-unified/.collections/ansible_collections).
2026-02-14 06:45:13,902 p=1551843 u=prod n=ansible_compat.runtime WARNING| Another version of 'community.sops' 2.2.7 was found installed in /usr/lib/python3.14/site-packages/ansible_collections, only the first one will be used, 1.6.0 (/home/prod/Workspaces/projects/deploy-system-unified/.collections/ansible_collections).
2026-02-14 06:46:58,660 p=1556499 u=prod n=ansible WARNING| [WARNING]: Error getting vault password file (default): The vault password file /home/prod/Workspaces/projects/deploy-system-unified/.vault_pass was not found

2026-02-14 06:46:58,661 p=1556499 u=prod n=ansible ERROR| [ERROR]: The vault password file /home/prod/Workspaces/projects/deploy-system-unified/.vault_pass was not found

2026-02-14 06:47:33,915 p=1557174 u=prod n=ansible WARNING| [WARNING]: Error in vault password file loading (default): Invalid vault password was provided from file (/home/prod/Workspaces/projects/deploy-system-unified/.vault_pass)

2026-02-14 06:47:33,916 p=1557174 u=prod n=ansible ERROR| [ERROR]: Invalid vault password was provided from file (/home/prod/Workspaces/projects/deploy-system-unified/.vault_pass)

